id,city,x,y,z
2624,Qcwzt,12.193,48.828,707.974
2625,Wcknk,7.182,50.949,749.285
2626,Cxgkj,12.729,52.312,375.079
2627,Kwiei,12.260,52.501,825.819
2628,Vdgei,9.953,52.698,226.264
2629,Hqjae,13.797,54.451,883.690
2630,Hmuec,12.697,54.458,353.126
2631,Omkem,14.414,52.187,828.036
2632,Vpuaf,11.138,49.982,759.979
2633,Hjrgi,8.992,52.182,442.124
2634,Dhgli,12.092,48.738,854.032
2635,Olkrh,8.187,49.353,161.456
2636,Ttmtj,12.833,54.128,-0.501
2637,Umqkf,7.934,52.093,247.718
2638,Rewid,9.190,49.555,88.883
2639,Kwnzk,8.544,50.470,788.455
2640,Sgjvs,9.923,52.025,366.632
2641,Ctqkq,13.793,53.054,678.363
2642,Wfoir,13.518,51.569,664.449
2643,Rdsgs,11.073,50.454,246.500
2644,Cmlgy,9.883,50.917,453.050
2645,Bjcug,7.420,53.341,711.020
2646,Budix,12.897,54.066,41.358
2647,Nbogd,8.372,54.112,574.274
2648,Waeau,7.000,53.741,662.482
2649,Fszsc,9.013,48.014,605.766
2650,Egzbr,13.323,50.914,586.416
2651,Cropq,7.688,53.211,423.851
2652,Frcjv,8.170,54.450,148.998
2653,Chfsz,10.881,52.891,27.909
2654,Sknst,13.297,51.584,551.944
2655,Ianse,7.281,53.187,353.446
2656,Mtxcp,12.578,53.383,922.103
2657,Psfyp,7.009,49.854,881.595
2658,Nuewe,13.503,53.917,806.025
2659,Naerj,7.851,50.768,767.477
2660,Fimwk,11.548,51.670,716.987
2661,Pxjiu,12.403,53.255,253.810
2662,Xoaof,8.057,50.390,672.718
2663,Hrpjn,10.408,50.237,760.712
2664,Vsaoy,12.178,53.095,38.341
2665,Vzzha,10.832,49.256,546.718
2666,Oduif,9.130,49.575,542.043
2667,Orzwt,7.113,49.219,200.535
2668,Kyhck,8.118,50.036,655.245
2669,Xpmgd,8.683,53.537,123.662
2670,Qbsni,8.417,52.906,654.217
2671,Mpdps,9.448,54.278,822.215
2672,Btvsa,7.106,53.603,818.383
2673,Nuhje,6.997,49.988,592.422
2674,Pmell,10.621,48.081,79.182
2675,Dspgl,7.513,51.162,468.586
2676,Trtay,10.371,49.112,243.705
2677,Fviun,7.379,52.899,473.970
2678,Jboos,8.601,48.742,689.404
2679,Pqect,7.975,49.833,301.201
2680,Fpwpb,12.357,54.040,468.684
2681,Gyltn,10.697,50.794,556.611
2682,Juixs,10.453,50.314,911.738
2683,Ernbd,10.606,51.816,752.645
2684,Efclt,8.396,50.225,0.845
2685,Fqfkt,7.518,53.173,580.768
2686,Iyvsv,11.584,51.287,225.501
2687,Drhxu,8.766,53.516,280.865
2688,Gmwlf,9.625,52.707,706.535
2689,Fazrs,6.994,53.441,452.784
2690,Dhdtf,11.952,48.740,590.049
2691,Pkaue,10.561,51.670,784.737
2692,Jlwrq,10.234,52.323,252.221
2693,Twawo,10.557,48.425,584.909
2694,Zqgno,7.463,50.501,136.639
2695,Acdrz,8.286,49.509,743.568
2696,Nzvav,13.732,54.483,308.250
2697,Jckbl,6.750,50.625,140.597
2698,Kegwb,6.512,49.490,128.484
2699,Emnpn,9.888,54.779,77.992
2700,Blekr,9.691,54.312,705.104
2701,Hikvg,9.201,53.161,480.580
2702,Wkzah,12.231,48.898,468.824
2703,Cfxts,8.190,52.381,959.137
2704,Ggguz,10.236,52.647,619.563
2705,Gegxl,9.659,49.101,232.259
2706,Rvsmy,8.024,49.209,879.978
2707,Uabfo,6.549,50.406,165.156
2708,Azgzh,12.721,52.619,711.309
2709,Bgjto,9.098,51.467,572.311
2710,Rhlgt,12.854,52.288,24.086
2711,Cwsgf,7.199,53.565,503.931
2712,Rauyh,13.704,52.816,97.548
2713,Bloah,11.677,54.306,917.597
2714,Lccum,11.497,51.921,217.384
2715,Eaoiu,11.317,54.213,616.713
2716,Hyiar,11.149,47.525,175.211
2717,Hubth,6.736,50.612,80.020
2718,Ufpgr,12.030,54.104,461.354
2719,Uqbwu,8.223,50.377,847.204
2720,Fwfaw,13.698,51.442,653.011
2721,Nsfrj,10.276,52.487,538.056
2722,Jkyju,8.095,54.888,165.813
2723,Uexud,11.345,54.298,237.054
2724,Tygoy,8.836,49.155,486.247
2725,Msaax,6.712,50.828,796.454
2726,Gusyb,11.518,52.542,617.936
2727,Smqud,9.806,54.048,380.540
2728,Tacmw,8.617,53.387,225.541
2729,Rpajq,10.210,49.370,894.476
2730,Cgdtt,7.761,52.328,9.695
2731,Pjkfn,11.279,51.166,522.584
2732,Cerrc,11.008,48.044,43.607
2733,Yznav,8.673,49.930,371.797
2734,Cpfnz,12.006,50.970,963.944
2735,Ysnat,8.627,48.362,19.102
2736,Klmnn,10.629,53.789,83.485
2737,Yisfy,10.216,54.126,962.821
2738,Gmmiq,8.361,49.827,377.560
2739,Eoxlc,13.279,50.920,581.327
2740,Hoziz,8.028,53.156,173.526
2741,Kxwwf,9.698,49.850,31.671
2742,Eruvk,11.461,49.303,660.290
2743,Huwie,11.485,51.483,416.423
2744,Sixtb,10.866,52.208,392.550
2745,Newtk,6.637,51.401,294.474
2746,Fauri,11.103,50.464,289.013
2747,Omaeg,7.283,50.163,539.583
2748,Umach,12.678,54.553,760.217
2749,Xhvge,13.664,52.293,792.385
2750,Jewxg,7.976,50.037,840.388
2751,Zglpz,10.750,54.270,810.053
2752,Jvctk,13.577,54.833,599.398
2753,Eehtj,12.518,52.729,66.284
2754,Uxmeq,7.705,49.418,95.210
2755,Uubbr,13.599,51.592,126.260
2756,Oirrb,9.121,52.956,43.806
2757,Snuur,10.824,52.929,90.660
2758,Sziqi,9.228,53.795,966.428
2759,Dcjaf,7.497,54.200,817.207
2760,Jizny,11.339,48.381,893.704
2761,Gzbxi,9.302,52.616,189.802
2762,Oidos,10.543,53.212,418.059
2763,Ehive,13.071,52.735,506.132
2764,Mypnd,9.900,53.018,765.194
2765,Uqffn,7.293,49.494,522.593
2766,Ceauf,11.109,52.391,80.152
2767,Xtkbn,9.817,51.441,524.603
2768,Xftup,11.896,50.771,15.246
2769,Nfnfs,6.618,50.980,357.664
2770,Shngy,9.490,47.851,317.000
2771,Hirud,11.077,47.592,852.969
2772,Rdfpt,9.084,51.570,133.079
2773,Cyylj,10.069,50.488,461.699
2774,Juzua,8.819,53.789,349.072
2775,Yhrhm,12.884,54.333,549.562
2776,Nuyhk,8.236,48.055,538.273
2777,Dzgqv,9.689,51.306,804.245
2778,Krppz,12.667,48.687,45.168
2779,Uagzt,12.516,51.515,744.269
2780,Veoxc,9.586,53.675,832.807
2781,Qcfxj,8.450,53.857,265.216
2782,Ldaxi,12.732,52.537,74.579
2783,Grmpo,8.335,51.902,771.436
2784,Ajrrc,14.351,52.405,631.852
2785,Fxnwl,7.286,49.760,409.036
2786,Prhls,8.634,52.419,409.593
2787,Ipvej,10.324,48.420,240.129
2788,Ybyfc,9.207,52.779,523.965
2789,Btbgz,10.891,48.153,725.512
2790,Drdiq,13.222,52.789,514.151
2791,Xhtsx,10.297,52.760,247.086
2792,Enqre,12.503,51.391,786.463
2793,Cdkul,12.008,53.120,859.547
2794,Zlzhr,6.378,50.939,869.856
2795,Hbtvf,7.050,51.910,677.648
2796,Pvvti,9.327,48.847,585.152
2797,Gobsm,7.142,51.558,864.063
2798,Gnkyn,12.017,49.251,636.425
2799,Xwaof,9.881,49.347,496.936
2800,Sjgpm,7.485,52.335,599.722
2801,Qbjor,9.163,54.141,15.101
2802,Umrqz,10.897,49.738,623.074
2803,Kwjth,13.405,54.717,766.484
2804,Kqcpt,10.626,52.242,762.087
2805,Xnqpu,14.247,53.433,340.041
2806,Douii,8.342,50.685,42.078
2807,Leewo,7.666,50.163,764.511
2808,Duzlb,7.857,49.778,581.624
2809,Bmxox,11.372,49.470,277.130
2810,Jsdrw,6.241,51.777,596.618
2811,Moehs,8.299,53.479,550.059
2812,Fbrxq,6.850,53.556,906.484
2813,Bwffk,14.387,53.398,310.095
2814,Urjbr,13.937,53.452,797.652
2815,Dthou,8.463,53.803,50.209
2816,Pqnnb,8.001,54.173,235.350
2817,Yqipa,12.775,51.076,735.816
2818,Mmkxo,6.576,51.501,7.590
2819,Rqjru,13.445,52.785,251.297
2820,Rogia,8.453,52.226,800.964
2821,Ijsux,13.861,53.376,404.715
2822,Utmhc,12.523,53.230,897.427
2823,Cxjpi,8.839,48.503,850.046
2824,Yjojb,8.074,52.703,484.228
2825,Bpdgb,9.754,50.341,773.890
2826,Kqfud,10.055,50.496,208.780
2827,Rwgbz,8.496,53.759,396.870
2828,Osmwa,13.330,54.001,541.391
2829,Uxoze,8.921,52.444,491.290
2830,Vxpix,10.265,47.830,740.752
2831,Idbxa,11.890,48.396,574.590
2832,Zyokq,12.179,53.865,821.291
2833,Wsavf,8.753,49.028,159.599
2834,Svsfu,11.399,49.055,286.698
2835,Uuazh,10.015,50.415,955.607
2836,Rdwvh,12.461,52.668,213.085
2837,Xwolu,6.147,51.126,385.188
2838,Hxvdx,8.745,49.774,820.856
2839,Hpkjc,11.168,52.337,246.958
2840,Vonzj,12.855,54.687,600.849
2841,Vltit,11.755,52.442,502.903
2842,Jvdgs,8.701,53.090,17.277
2843,Ssrvd,7.307,52.259,76.680
2844,Cygvm,14.618,51.944,163.458
2845,Lnrvo,10.606,52.961,921.905
2846,Jonlx,8.764,52.874,227.802
2847,Rixzb,7.929,50.891,93.857
2848,Jycfm,8.116,54.567,422.254
2849,Ozjit,9.858,50.926,313.166
2850,Zhnjc,8.721,51.470,881.726
2851,Dawgl,9.551,48.500,263.649
2852,Zddyd,10.415,50.915,535.235
2853,Rijpq,13.155,53.304,376.535
2854,Ihizb,13.123,54.419,373.604
2855,Msfkh,7.116,49.525,916.906
2856,Qjoyq,11.373,49.987,845.659
2857,Nlfip,12.075,50.385,146.079
2858,Ghnby,10.565,51.695,586.755
2859,Doszx,12.233,51.412,672.657
2860,Zknuz,9.009,49.954,705.513
2861,Njchb,13.285,54.095,412.340
2862,Frqli,11.866,51.448,76.316
2863,Jtfyp,11.288,54.046,846.127
2864,Cslrk,11.541,54.308,38.308
2865,Ykgku,13.476,54.364,609.062
2866,Ivyep,11.799,52.209,770.342
2867,Numxq,11.041,52.549,32.383
2868,Cwdts,12.041,49.767,711.394
2869,Wyvzx,6.558,51.019,914.249
2870,Vebjm,8.466,53.565,577.171
2871,Hftbh,10.778,50.972,195.438
2872,Tcpag,10.415,48.759,211.096
2873,Ezrym,7.257,50.850,799.990
2874,Pzdop,8.422,53.749,851.731
2875,Hjlvi,12.262,49.936,415.409
2876,Hvpfg,10.338,50.616,184.418
2877,Zaynn,10.165,54.138,565.206
2878,Dengh,9.622,53.210,414.777
2879,Rkhjy,9.700,51.910,64.044
2880,Yoepj,11.125,51.100,450.075
2881,Nsaua,8.693,48.348,962.771
2882,Scdpj,11.499,52.961,316.702
2883,Ssobn,8.059,53.905,838.518
2884,Jsobd,10.028,52.942,610.151
2885,Nwizb,10.690,54.022,101.891
2886,Erqyn,13.812,53.556,186.704
2887,Nbwuv,8.789,50.772,587.626
2888,Jypaa,9.645,47.612,498.044
2889,Esqxf,14.403,51.234,830.359
2890,Syexh,8.934,49.533,524.758
2891,Uckah,8.694,49.971,221.455
2892,Gnmxu,7.760,51.879,80.396
2893,Obvnj,9.175,52.049,274.881
2894,Fsgyv,12.889,52.746,958.033
2895,Obykl,8.055,52.632,871.804
2896,Hkzgb,9.671,49.005,527.167
2897,Sfnxb,6.811,51.583,193.668
2898,Ilgie,11.993,51.795,5.677
2899,Kmnpg,11.234,49.197,872.250
2900,Jbsof,9.137,50.925,798.931
2901,Nclgg,9.970,48.986,127.149
2902,Otplm,12.145,52.551,-4.623
2903,Dxszi,10.016,53.294,27.446
2904,Xdndl,7.710,51.989,583.151
2905,Ulkbw,8.730,51.922,967.728
2906,Wxjnh,7.996,51.576,813.674
2907,Tajdv,11.642,50.615,612.722
2908,Kktlk,9.173,49.130,72.667
2909,Pmvzi,7.143,49.535,437.344
2910,Sndbk,9.221,50.012,375.106
2911,Aaqwz,10.952,48.822,124.995
2912,Rwafi,12.060,52.248,507.032
2913,Ycqjr,8.570,48.099,315.819
2914,Jubdd,8.997,52.212,824.538
2915,Bmfpz,11.354,52.995,269.009
2916,Vfjic,9.988,48.334,781.770
2917,Yxfsl,7.296,52.135,578.393
2918,Owtfs,11.076,51.086,249.630
2919,Fvwyo,10.076,48.230,857.344
2920,Uuylo,10.009,50.811,483.270
2921,Nxggs,8.214,47.893,220.276
2922,Owchl,9.016,53.178,71.229
2923,Exucn,12.720,48.194,322.380
2924,Jplsl,11.490,48.570,617.173
2925,Byvet,13.657,51.560,839.522
2926,Zgxtl,11.119,52.858,969.157
2927,Dnxdq,10.672,49.749,835.289
2928,Atvha,9.011,49.311,552.949
2929,Ejtbv,12.627,48.397,18.230
2930,Szujr,7.713,51.522,607.047
2931,Rjqvz,9.826,50.663,813.249
2932,Srcnj,11.782,53.857,641.481
2933,Jcsyv,9.301,48.964,630.860
2934,Tuahh,8.294,52.420,77.027
2935,Raixu,11.468,52.201,294.983
2936,Xbmun,7.626,47.801,777.048
2937,Msilw,11.079,50.078,886.667
2938,Usiwc,6.803,53.584,803.427
2939,Qigua,9.953,47.667,64.929
2940,Shxcu,6.453,50.571,867.538
2941,Kmvid,7.625,53.432,12.451
2942,Kaebp,11.145,48.095,910.387
2943,Psqta,11.442,50.445,965.822
2944,Mazms,13.954,51.884,598.283
2945,Xztbv,9.286,53.384,82.365
2946,Psiyd,11.225,50.552,73.226
2947,Gfonv,9.705,53.569,299.129
2948,Bzkrf,11.856,53.771,506.519
2949,Dndmv,11.659,50.666,485.540
2950,Hayrt,8.775,48.387,82.352
2951,Ujxvi,8.610,49.634,465.595
2952,Zxhxy,11.293,49.880,267.323
2953,Eqvos,12.737,48.702,794.747
2954,Qxqbq,10.334,51.610,203.479
2955,Egwdp,10.833,51.695,818.845
2956,Dzlza,12.869,52.274,543.537
2957,Cysns,11.603,48.105,462.986
2958,Tdfqa,8.430,50.752,475.166
2959,Ylfpy,8.326,47.966,263.063
2960,Pmkez,10.297,49.509,182.249
2961,Pfmbc,12.234,54.110,853.254
2962,Hdwkr,9.004,50.518,465.154
2963,Llray,8.879,51.179,129.923
2964,Wqkba,12.840,53.015,255.264
2965,Ttvku,11.356,54.018,762.326
2966,Tsfgc,7.005,49.503,360.183
2967,Xddeb,14.316,51.707,149.262
2968,Htdor,9.627,48.583,734.758
2969,Ogjvt,12.519,53.934,284.754
2970,Atyop,7.708,52.410,496.391
2971,Ienpt,13.223,52.917,243.040
2972,Lwdbu,10.200,53.112,614.330
2973,Zgqgb,12.363,51.485,262.620
2974,Lkrps,8.783,49.404,267.432
2975,Drvce,8.430,52.633,465.015
2976,Hnlyv,10.828,53.945,357.699
2977,Tlyps,9.096,51.787,190.100
2978,Ruepo,10.717,52.741,435.792
2979,Whkzw,7.290,50.113,716.435
2980,Hlivk,10.408,47.844,536.261
2981,Mttkf,9.572,52.551,220.825
2982,Gwidm,11.612,52.729,612.894
2983,Pbmbk,13.089,53.896,729.824
2984,Vfvqt,8.076,50.740,294.970
2985,Mybks,11.362,52.933,221.850
2986,Tuowx,11.514,53.041,33.193
2987,Cblio,11.975,52.600,414.129
2988,Jxonn,7.386,53.590,540.533
2989,Tngak,10.418,50.585,130.985
2990,Eyldh,8.138,49.499,861.265
2991,Jazpf,7.822,52.049,285.933
2992,Iitas,14.066,51.891,915.740
2993,Prkde,12.551,51.000,155.873
2994,Fglug,7.553,52.520,628.159
2995,Actrb,13.317,52.195,496.183
2996,Wsyop,7.540,52.518,650.282
2997,Owfmn,9.736,48.401,338.805
2998,Adqhs,9.774,49.633,968.886
2999,Qnzum,7.464,50.534,821.138
3000,Hauzy,12.591,49.007,192.104
3001,Mwhzd,8.707,52.255,3.080
3002,Nwahs,9.698,50.985,336.525
3003,Skoev,11.704,53.059,806.592
3004,Ncluw,11.140,53.119,626.698
3005,Cqggx,9.743,49.318,618.535
3006,Ngssx,9.869,53.494,247.336
3007,Wvjdg,10.443,53.837,281.803
3008,Dyyuj,10.485,48.539,499.026
3009,Uydah,6.940,50.110,520.465
3010,Bbaqm,10.707,48.301,13.895
3011,Wwham,12.624,51.380,382.883
3012,Qoflv,10.805,50.319,421.353
3013,Mfprr,8.898,48.031,61.001
3014,Pvvqt,8.276,53.430,385.743
3015,Xqduh,10.077,51.584,166.542
3016,Hhvmp,13.154,51.169,589.332
3017,Ccgpt,8.643,51.471,731.808
3018,Pfagx,8.636,48.072,575.139
3019,Cbrap,11.511,51.795,490.093
3020,Fjacr,7.957,50.530,854.984
3021,Lxjtj,8.767,51.880,388.691
3022,Ayile,9.455,51.454,112.593
3023,Qodor,7.547,51.086,116.435
3024,Pwlpr,10.871,49.265,192.501
3025,Kzydx,9.090,54.105,451.822
3026,Xsnmn,11.004,48.891,930.218
3027,Fjltt,12.986,54.286,142.365
3028,Jqavv,10.615,51.528,387.242
3029,Axwbn,8.222,49.543,365.366
3030,Iqkbo,8.408,51.653,178.748
3031,Bysvm,10.977,53.532,792.844
3032,Hwpcx,10.216,48.674,853.504
3033,Fvbpk,9.938,53.409,190.278
3034,Raehr,8.765,50.875,397.367
3035,Ebixx,9.228,50.105,105.036
3036,Cvypt,14.039,53.956,492.138
3037,Vbiau,10.417,49.260,623.420
3038,Bdzxo,12.133,53.927,611.429
3039,Iyvfo,12.492,48.680,396.955
3040,Yundk,8.317,47.852,111.639
3041,Gahss,10.180,53.161,694.268
3042,Eucnd,10.079,54.135,284.016
3043,Dmrzj,8.433,48.315,569.932
3044,Mopst,13.776,51.195,629.578
3045,Nmzqd,12.620,48.875,312.427
3046,Hhvki,12.491,50.957,886.880
3047,Uhzbe,12.729,51.703,142.155
3048,Fsroq,9.254,49.321,715.827
3049,Xitee,9.315,53.580,607.117
3050,Vvekt,9.858,53.781,432.541
3051,Rbaks,6.691,51.650,673.450
3052,Qzxww,8.393,50.855,665.709
3053,Ahciq,10.356,48.932,258.929
3054,Kvklx,11.308,48.310,790.590
3055,Xhjvb,12.202,53.589,21.098
3056,Hhqun,9.052,54.295,243.755
3057,Avgzv,10.064,54.105,483.906
3058,Esiku,8.675,51.359,164.110
3059,Ijyqi,7.674,50.315,115.298
3060,Tbtvi,6.682,53.533,813.985
3061,Smqkf,11.935,54.117,135.172
3062,Ohrnh,9.711,53.499,414.206
3063,Huikw,13.530,50.831,656.804
3064,Fhzhg,12.948,54.137,143.340
3065,Kmfck,7.378,53.640,530.051
3066,Bgxye,10.261,49.305,7.252
3067,Mtnci,6.750,51.044,112.637
3068,Rmetg,11.958,52.786,488.680
3069,Gjspw,13.659,52.262,255.268
3070,Vbacm,9.622,50.565,378.599
3071,Grigb,12.160,51.110,692.429
3072,Wrhnk,13.482,51.639,968.637
3073,Axtpk,11.789,50.261,533.100
3074,Fgigk,13.877,52.459,568.732
3075,Eubks,8.904,49.105,478.176
3076,Smejl,14.040,51.498,573.433
3077,Wqoxn,10.288,52.888,-2.680
3078,Iqihn,6.576,50.304,434.879
3079,Nxkza,6.366,50.907,617.228
3080,Gcjku,9.628,50.086,696.090
3081,Kwpjx,12.458,53.997,482.313
3082,Obrdi,9.775,48.140,251.317
3083,Aaupp,8.438,52.771,376.281
3084,Bjzzi,10.373,52.437,948.864
3085,Rjdku,12.210,53.658,497.410
3086,Uvzeh,6.950,51.450,760.397
3087,Vpziq,9.750,48.944,215.123
3088,Ivyti,7.662,49.802,61.080
3089,Qwljk,11.408,48.950,743.172
3090,Ywrvt,9.066,53.098,616.340
3091,Txsjj,14.730,51.003,543.719
3092,Gfmmh,13.689,51.345,564.506
3093,Rfpwc,11.491,50.042,946.718
3094,Wnavp,13.189,52.537,76.785
3095,Cajsc,8.091,51.515,835.220
3096,Atwhz,9.850,49.629,428.891
3097,Mnxmc,13.191,50.737,37.098
3098,Ijqgl,11.066,48.393,246.679
3099,Eptio,12.317,50.945,362.903
3100,Vkjea,9.224,49.449,644.364
3101,Kctfg,9.386,52.375,174.913
3102,Ueoyf,11.933,49.959,697.035
3103,Clvib,13.679,51.843,213.485
3104,Hnfrk,12.486,51.584,94.038
3105,Eanpv,10.329,54.567,710.964
3106,Vsbcf,10.017,48.321,2.053
3107,Ragrj,9.486,54.136,68.285
3108,Pdofh,10.738,53.141,406.473
3109,Jysqj,11.369,50.358,602.834
3110,Xndjp,7.319,53.869,37.600
3111,Qebmx,14.289,52.269,168.322
3112,Fkhmz,8.219,52.860,350.626
3113,Ltwev,11.982,54.336,753.045
3114,Rsbjv,12.885,53.548,441.412
3115,Hpizm,12.404,51.771,909.715
3116,Hybzg,8.887,49.436,146.697
3117,Yoyey,12.042,51.197,316.916
3118,Nfubd,9.711,50.700,113.434
3119,Savli,13.805,52.779,722.799
3120,Imvzh,9.534,53.222,540.236
3121,Wxvkf,10.324,52.133,42.679
3122,Hhgyy,6.434,50.426,619.130
3123,Wapxy,7.976,54.088,546.750
3124,Zhjpn,14.149,52.171,857.089
3125,Vgfxt,8.430,52.601,335.062
3126,Dbjyx,10.116,50.735,673.575
3127,Hnbnj,10.060,52.482,688.185
3128,Uvxfv,11.216,53.367,304.497
3129,Lnwkl,12.005,49.114,679.964
3130,Uuilg,8.244,51.975,203.311
3131,Ktozk,12.142,49.119,921.025
3132,Xeemp,6.706,51.537,518.796
3133,Kbvnz,8.550,52.845,240.266
3134,Uffao,9.484,53.941,681.951
3135,Cdaun,10.593,52.209,78.554
3136,Mudix,7.778,51.253,519.373
3137,Zfpvb,8.932,53.388,860.940
3138,Srkob,8.418,48.429,667.425
3139,Sjcah,14.562,51.628,597.278
3140,Nhfna,10.222,47.682,548.561
3141,Bblye,7.361,52.773,325.517
3142,Asnqa,12.567,48.372,745.082
3143,Cxxgd,14.514,52.348,488.895
3144,Nnuuy,13.929,54.364,241.187
3145,Qtewu,10.278,49.627,396.391
3146,Unodc,11.506,54.336,573.412
3147,Newhs,10.709,51.216,513.857
3148,Osrsy,7.931,52.382,593.276
3149,Difiu,8.818,52.022,725.195
3150,Honge,11.672,53.800,804.524
3151,Nayvw,8.686,48.022,842.669
3152,Hglrf,10.633,52.946,442.086
3153,Boqqn,6.721,50.528,843.930
3154,Ykzyq,7.733,52.139,734.333
3155,Rwxho,9.762,50.935,480.420
3156,Sdrmr,9.327,50.497,182.655
3157,Vgjdl,9.616,52.467,20.222
3158,Tfjqd,10.848,48.468,802.450
3159,Gwevb,11.497,50.966,805.421
3160,Lxero,12.620,52.976,515.484
3161,Jcqrf,10.469,54.370,673.520
3162,Ekfvt,13.655,53.931,940.463
3163,Gcmzn,8.074,50.611,546.346
3164,Fteuz,13.840,52.296,729.942
3165,Skvqr,9.641,50.757,823.730
3166,Ozzfn,6.401,51.788,581.380
3167,Vdneg,6.554,51.016,526.413
3168,Gqjom,11.758,49.841,157.794
3169,Rvchm,10.353,49.842,809.564
3170,Qaymd,9.308,49.977,358.373
3171,Szfhi,7.586,50.467,861.383
3172,Tojhc,10.744,53.923,827.138
3173,Pistp,10.547,54.375,678.685
3174,Neqyu,13.529,54.039,584.255
3175,Ajavi,13.595,50.924,51.981
3176,Hdofp,11.281,50.935,250.546
3177,Gydkj,11.563,54.149,187.028
3178,Pnisa,9.504,52.529,27.311
3179,Uxsoa,6.903,51.225,861.818
3180,Adklx,11.615,52.994,724.070
3181,Acerk,9.498,50.024,571.003
3182,Vwhyh,10.605,51.926,217.350
3183,Ytrik,7.244,50.042,681.874
3184,Jmkde,9.501,50.121,379.486
3185,Petxu,12.695,50.483,184.493
3186,Tyeve,9.297,54.402,137.855
3187,Tyvqk,12.150,51.938,457.820
3188,Gzdcs,13.003,50.689,551.943
3189,Wuhwl,8.314,52.605,183.482
3190,Attdd,7.663,49.201,936.500
3191,Fxsgp,9.127,53.026,874.694
3192,Fskzc,12.253,49.786,861.398
3193,Xrjos,8.256,49.729,870.769
3194,Eiwwz,7.712,47.782,334.466
3195,Fgpfz,12.486,51.526,57.383
3196,Ijavg,9.624,50.322,562.575
3197,Kjtbr,11.458,49.843,838.928
3198,Pmwcc,9.856,51.766,320.012
3199,Zygec,12.245,52.360,730.306
3200,Adnhc,8.852,52.837,222.010
3201,Mgirp,14.358,51.679,237.277
3202,Fpdsv,11.419,53.370,36.394
3203,Wwsvs,10.850,51.331,700.945
3204,Bvbgc,9.790,53.261,269.769
3205,Ytsjx,10.556,52.973,880.667
3206,Lmgds,7.952,50.769,963.256
3207,Phibj,9.581,53.697,782.712
3208,Kmvug,10.644,52.889,10.533
3209,Ovuqz,14.600,51.659,90.644
3210,Ginus,13.433,48.698,877.533
3211,Hgcqs,14.600,51.007,256.688
3212,Astgr,9.839,52.557,321.842
3213,Ickrs,13.369,53.037,827.298
3214,Qjgyr,7.802,54.253,603.219
3215,Hhrci,8.345,52.446,952.796
3216,Jjwmd,9.248,53.376,727.818
3217,Bsyhq,11.541,48.785,-4.526
3218,Olvvc,13.697,53.334,441.474
3219,Wctqx,10.811,53.087,321.519
3220,Fzodg,8.257,48.197,889.514
3221,Nbxhz,8.184,47.782,823.348
3222,Wyiin,9.335,48.150,542.981
3223,Vvemn,13.114,50.760,869.303
3224,Jblvr,12.845,54.012,605.235
3225,Tuxao,11.685,48.181,742.651
3226,Vtppc,6.693,50.303,469.561
3227,Lsnez,12.405,49.479,284.917
3228,Iqkiu,7.914,54.229,496.737
3229,Qufzu,11.633,50.171,236.671
3230,Yipmx,12.895,52.943,808.427
3231,Nyxon,10.524,50.828,808.953
3232,Sfxgz,12.961,53.962,678.576
3233,Uzfou,13.507,51.819,601.598
3234,Fgtuw,10.886,53.162,951.386
3235,Rsycz,10.256,51.455,100.313
3236,Eouco,11.256,54.434,616.174
3237,Cdixm,10.746,47.667,890.772
3238,Ttxsz,9.510,53.361,133.151
3239,Piusp,11.899,53.501,550.093
3240,Jskku,13.301,51.589,604.136
3241,Tiipi,13.457,51.821,19.804
3242,Zjdbh,11.602,47.947,213.947
3243,Kkxpr,7.663,48.197,700.503
3244,Yivxj,8.813,49.844,263.514
3245,Ihxtx,10.670,48.218,8.140
3246,Bjzzq,7.804,51.831,387.233
3247,Pvlxe,8.852,50.328,245.220
3248,Wdxdi,9.954,52.879,841.869
3249,Kydbn,7.792,51.096,375.504
3250,Qpzzn,8.068,51.312,228.077
3251,Xyjbi,7.465,54.163,632.899
3252,Jcmbg,11.483,48.118,406.655
3253,Lyiwl,8.163,51.530,184.733
3254,Hvzla,11.513,51.353,342.995
3255,Jxqmt,11.874,52.528,171.090
3256,Stsnf,10.043,54.732,382.007
3257,Kjend,14.371,52.497,50.625
3258,Nrjqe,7.607,52.726,427.264
3259,Rktyy,10.004,49.829,854.770
3260,Ismrg,9.400,48.867,531.424
3261,Jnluu,13.735,53.173,151.015
3262,Mwtbe,13.536,51.248,563.434
3263,Civqk,7.778,51.789,456.881
3264,Qmvrk,9.648,54.213,635.143
3265,Juchj,8.756,48.788,526.628
3266,Ktxiw,9.565,54.550,625.831
3267,Ngcsx,11.599,53.008,587.144
3268,Ixmkk,11.074,52.586,518.832
3269,Hvxzn,11.504,51.733,445.095
3270,Zsllz,9.296,50.393,773.563
3271,Cegyt,9.857,52.765,370.063
3272,Aqusg,9.279,53.342,649.968
3273,Rxelt,12.428,51.766,366.350
3274,Clkyn,13.392,53.174,224.002
3275,Pqiqx,12.533,50.931,948.285
3276,Lpauj,11.291,52.958,25.458
3277,Jqktd,10.710,50.964,537.646
3278,Ucxcx,7.923,51.386,885.686
3279,Tuzkx,14.611,52.044,732.975
3280,Tncuo,6.768,50.992,76.732
3281,Ptzrf,11.994,51.188,756.743
3282,Kgdzz,11.748,49.642,43.304
3283,Mcjvc,11.836,51.038,586.350
3284,Vfmeb,11.738,53.076,414.520
